timestamp,map,reduce
1456128650,0,0
1456128662,1,0
1456128664,2,0
1456128667,3,0
1456128671,4,0
1456128676,5,0
1456128680,6,0
1456128682,7,0
1456128686,8,0
1456128689,9,0
1456128696,10,0
1456128699,12,0
1456128702,13,0
1456128711,14,0
1456128712,15,0
1456128713,16,0
1456128715,17,0
1456128718,18,0
1456128726,19,0
1456128727,20,0
1456128728,21,0
1456128731,23,0
1456128732,24,0
1456128735,25,0
1456128737,26,0
1456128740,27,0
1456128742,28,0
1456128746,29,0
1456128749,30,0
1456128750,31,0
1456128751,32,0
1456128753,33,0
1456128754,34,0
1456128756,35,0
1456128757,36,0
1456128759,37,0
1456128761,38,0
1456128762,39,0
1456128766,40,0
1456128769,41,0
1456128772,43,0
1456128773,44,0
1456128775,45,0
1456128776,46,0
1456128777,47,0
1456128781,48,0
1456128782,49,0
1456128787,50,0
1456128788,51,0
1456128789,52,0
1456128791,53,0
1456128793,54,0
1456128794,55,0
1456128795,56,0
1456128798,57,0
1456128800,58,0
1456128808,59,2
1456128810,59,5
1456128811,59,7
1456128812,60,8
1456128813,60,9
1456128814,60,10
1456128815,61,10
1456128817,62,10
1456128819,63,11
1456128822,63,12
1456128824,64,12
1456128825,64,13
1456128826,64,14
1456128829,64,15
1456128831,64,16
1456128832,65,16
1456128834,66,17
1456128835,67,17
1456128838,67,18
1456128840,68,18
1456128841,68,19
1456128845,68,20
1456128846,68,21
1456128848,69,21
1456128851,70,22
1456128854,71,23
1456128860,72,23
1456128862,73,23
1456128870,73,24
1456128871,74,24
1456128874,75,24
1456128877,76,24
1456128881,76,25
1456128882,77,25
1456128884,78,25
1456128891,79,25
1456128893,80,25
1456128896,81,26
1456128904,82,27
1456128906,83,27
1456128908,84,27
1456128917,85,28
1456128918,86,28
1456128923,87,28
1456128930,88,29
1456128932,89,29
1456128940,90,29
1456128942,90,30
1456128944,91,30
1456128947,92,30
1456128950,93,30
1456128952,94,30
1456128954,94,31
1456128957,95,31
1456128962,96,31
1456128963,96,32
1456128964,97,32
1456128970,98,32
1456128973,99,32
1456128975,99,33
1456128986,100,33
1456129017,100,38
1456129020,100,50
1456129021,100,53
1456129023,100,62
1456129024,100,64
1456129026,100,67
1456129029,100,68
1456129032,100,69
1456129034,100,70
1456129037,100,71
1456129040,100,72
1456129042,100,73
1456129045,100,74
1456129046,100,75
1456129051,100,76
1456129054,100,77
1456129058,100,78
1456129061,100,79
1456129064,100,80
1456129067,100,81
1456129072,100,82
1456129079,100,83
1456129088,100,84
1456129094,100,85
1456129101,100,86
1456129109,100,87
1456129115,100,88
1456129119,100,89
1456129122,100,90
1456129126,100,91
1456129129,100,92
1456129136,100,93
1456129155,100,94
1456129174,100,95
1456129188,100,96
1456129209,100,97
1456129230,100,98
1456129248,100,99
1456129290,100,100
